,id,title,description,difficulty,duration_minutes,author_user_id,is_public,metadata,created_at,updated_at
92,4278,Baile fitness,desparasitada,intermedio,33,48,0,"{'calories_estimate': 368, 'equipment': 'none', 'recommended': True}",2026-05-02 11:37:48,2026-05-08 11:37:48
93,2854,Entrenamiento funcional,corte de uñas,avanzado,80,22,1,"{'calories_estimate': 279, 'equipment': 'dumbbells', 'recommended': False}",2026-04-13 11:37:48,2026-04-19 11:37:48
94,9695,Baile fitness,motilada,avanzado,91,95,0,"{'calories_estimate': 789, 'equipment': 'dumbbells', 'recommended': False}",2026-04-27 11:37:48,2026-04-27 11:37:48
95,4685,Yoga para principiantes,motilada,fácil,47,20,1,"{'calories_estimate': 477, 'equipment': 'dumbbells', 'recommended': False}",2026-04-03 11:37:48,2026-04-11 11:37:48
96,1023,Baile fitness,vacunacion,intermedio,72,29,0,"{'calories_estimate': 236, 'equipment': 'full gym', 'recommended': False}",2026-05-02 11:37:48,2026-05-05 11:37:48
97,5207,Entrenamiento de fuerza,corte de uñas,avanzado,52,29,1,"{'calories_estimate': 283, 'equipment': 'full gym', 'recommended': True}",2026-04-12 11:37:48,2026-04-17 11:37:48
98,9872,Entrenamiento funcional,esterilizacion,avanzado,71,9,0,"{'calories_estimate': 679, 'equipment': 'dumbbells', 'recommended': False}",2026-04-27 11:37:48,2026-04-27 11:37:48
99,9265,Cardio intenso,motilada,avanzado,26,74,1,"{'calories_estimate': 349, 'equipment': 'none', 'recommended': True}",2026-04-15 11:37:48,2026-04-22 11:37:48
100,5569,Yoga para principiantes,vacunacion,intermedio,117,86,0,"{'calories_estimate': 270, 'equipment': 'dumbbells', 'recommended': True}",2026-04-12 11:37:48,2026-04-21 11:37:48
101,5672,Entrenamiento funcional,vacunacion,fácil,117,81,1,"{'calories_estimate': 743, 'equipment': 'dumbbells', 'recommended': True}",2026-04-14 11:37:48,2026-04-19 11:37:48
102,6477,Baile fitness,desparasitada,fácil,89,77,1,"{'calories_estimate': 611, 'equipment': 'full gym', 'recommended': False}",2026-05-01 11:37:48,2026-05-01 11:37:48
103,2173,Entrenamiento de fuerza,corte de uñas,avanzado,95,33,0,"{'calories_estimate': 221, 'equipment': 'full gym', 'recommended': True}",2026-04-22 11:37:48,2026-04-26 11:37:48
104,4146,Cardio intenso,motilada,avanzado,19,21,0,"{'calories_estimate': 584, 'equipment': 'full gym', 'recommended': False}",2026-05-01 11:37:48,2026-05-11 11:37:48
105,4188,Cardio intenso,motilada,avanzado,22,85,0,"{'calories_estimate': 654, 'equipment': 'dumbbells', 'recommended': False}",2026-04-21 11:37:48,2026-04-25 11:37:48
106,1613,Cardio intenso,corte de uñas,intermedio,86,80,0,"{'calories_estimate': 278, 'equipment': 'none', 'recommended': True}",2026-04-06 11:37:48,2026-04-11 11:37:48
107,4006,Yoga para principiantes,desparasitada,intermedio,28,61,1,"{'calories_estimate': 740, 'equipment': 'none', 'recommended': True}",2026-04-20 11:37:48,2026-04-23 11:37:48
108,5104,Baile fitness,motilada,avanzado,31,3,0,"{'calories_estimate': 388, 'equipment': 'dumbbells', 'recommended': False}",2026-04-18 11:37:48,2026-04-25 11:37:48
109,6272,Baile fitness,desparasitada,intermedio,71,53,0,"{'calories_estimate': 435, 'equipment': 'dumbbells', 'recommended': True}",2026-04-02 11:37:48,2026-04-03 11:37:48
110,7997,Entrenamiento funcional,esterilizacion,avanzado,117,49,0,"{'calories_estimate': 117, 'equipment': 'none', 'recommended': False}",2026-04-18 11:37:48,2026-04-26 11:37:48
111,2887,Yoga para principiantes,motilada,fácil,76,97,0,"{'calories_estimate': 713, 'equipment': 'full gym', 'recommended': False}",2026-04-03 11:37:48,2026-04-07 11:37:48
112,5704,Entrenamiento funcional,esterilizacion,intermedio,47,72,0,"{'calories_estimate': 520, 'equipment': 'dumbbells', 'recommended': False}",2026-04-06 11:37:48,2026-04-10 11:37:48
113,3953,Entrenamiento funcional,motilada,avanzado,119,80,0,"{'calories_estimate': 344, 'equipment': 'none', 'recommended': False}",2026-04-08 11:37:48,2026-04-18 11:37:48
114,946,Entrenamiento funcional,desparasitada,fácil,37,51,1,"{'calories_estimate': 142, 'equipment': 'none', 'recommended': False}",2026-04-29 11:37:48,2026-04-30 11:37:48
115,658,Baile fitness,desparasitada,intermedio,37,68,1,"{'calories_estimate': 420, 'equipment': 'none', 'recommended': True}",2026-04-27 11:37:48,2026-05-07 11:37:48
116,5420,Yoga para principiantes,corte de uñas,avanzado,78,7,0,"{'calories_estimate': 755, 'equipment': 'full gym', 'recommended': True}",2026-04-15 11:37:48,2026-04-21 11:37:48
117,499,Yoga para principiantes,vacunacion,avanzado,65,30,0,"{'calories_estimate': 317, 'equipment': 'dumbbells', 'recommended': True}",2026-04-20 11:37:48,2026-04-29 11:37:48
118,7837,Entrenamiento de fuerza,esterilizacion,intermedio,109,59,0,"{'calories_estimate': 120, 'equipment': 'none', 'recommended': True}",2026-04-18 11:37:48,2026-04-26 11:37:48
119,8641,Entrenamiento funcional,vacunacion,avanzado,67,77,1,"{'calories_estimate': 132, 'equipment': 'full gym', 'recommended': False}",2026-05-02 11:37:48,2026-05-06 11:37:48
120,8704,Cardio intenso,corte de uñas,avanzado,74,62,0,"{'calories_estimate': 470, 'equipment': 'none', 'recommended': False}",2026-04-27 11:37:48,2026-04-28 11:37:48
121,7777,Cardio intenso,desparasitada,intermedio,109,84,1,"{'calories_estimate': 741, 'equipment': 'dumbbells', 'recommended': True}",2026-04-29 11:37:48,2026-05-05 11:37:48
122,6379,Entrenamiento de fuerza,vacunacion,fácil,94,80,0,"{'calories_estimate': 313, 'equipment': 'full gym', 'recommended': True}",2026-04-28 11:37:48,2026-05-03 11:37:48
123,2289,Baile fitness,desparasitada,intermedio,39,29,1,"{'calories_estimate': 117, 'equipment': 'dumbbells', 'recommended': True}",2026-04-27 11:37:48,2026-04-29 11:37:48
124,2392,Yoga para principiantes,esterilizacion,avanzado,88,74,1,"{'calories_estimate': 608, 'equipment': 'dumbbells', 'recommended': False}",2026-04-10 11:37:48,2026-04-14 11:37:48
125,5985,Cardio intenso,esterilizacion,fácil,40,70,0,"{'calories_estimate': 257, 'equipment': 'dumbbells', 'recommended': True}",2026-04-27 11:37:48,2026-05-01 11:37:48
126,9877,Yoga para principiantes,esterilizacion,fácil,66,5,0,"{'calories_estimate': 744, 'equipment': 'dumbbells', 'recommended': False}",2026-04-17 11:37:48,2026-04-25 11:37:48
127,4625,Yoga para principiantes,vacunacion,fácil,42,30,1,"{'calories_estimate': 563, 'equipment': 'dumbbells', 'recommended': False}",2026-04-08 11:37:48,2026-04-09 11:37:48
128,8569,Entrenamiento de fuerza,desparasitada,intermedio,60,88,0,"{'calories_estimate': 153, 'equipment': 'full gym', 'recommended': False}",2026-04-10 11:37:48,2026-04-10 11:37:48
129,8753,Yoga para principiantes,desparasitada,fácil,72,30,1,"{'calories_estimate': 768, 'equipment': 'none', 'recommended': True}",2026-04-06 11:37:48,2026-04-15 11:37:48
130,1529,Baile fitness,corte de uñas,fácil,76,12,1,"{'calories_estimate': 765, 'equipment': 'none', 'recommended': True}",2026-04-29 11:37:48,2026-05-05 11:37:48
131,8085,Entrenamiento funcional,corte de uñas,fácil,78,41,1,"{'calories_estimate': 711, 'equipment': 'full gym', 'recommended': True}",2026-04-20 11:37:48,2026-04-28 11:37:48
132,7858,Baile fitness,esterilizacion,avanzado,85,72,0,"{'calories_estimate': 346, 'equipment': 'none', 'recommended': True}",2026-04-24 11:37:48,2026-04-24 11:37:48
133,4459,Cardio intenso,motilada,intermedio,25,73,1,"{'calories_estimate': 659, 'equipment': 'none', 'recommended': True}",2026-04-08 11:37:48,2026-04-15 11:37:48
134,6104,Yoga para principiantes,vacunacion,fácil,79,44,0,"{'calories_estimate': 463, 'equipment': 'none', 'recommended': True}",2026-04-06 11:37:48,2026-04-08 11:37:48
135,595,Baile fitness,esterilizacion,intermedio,72,20,1,"{'calories_estimate': 419, 'equipment': 'none', 'recommended': True}",2026-04-21 11:37:48,2026-04-28 11:37:48
136,5264,Entrenamiento de fuerza,vacunacion,avanzado,110,80,0,"{'calories_estimate': 737, 'equipment': 'dumbbells', 'recommended': False}",2026-05-02 11:37:48,2026-05-05 11:37:48
137,4333,Entrenamiento de fuerza,vacunacion,fácil,99,76,1,"{'calories_estimate': 600, 'equipment': 'dumbbells', 'recommended': True}",2026-04-04 11:37:48,2026-04-04 11:37:48
138,8039,Entrenamiento de fuerza,motilada,fácil,71,5,0,"{'calories_estimate': 476, 'equipment': 'full gym', 'recommended': False}",2026-04-09 11:37:48,2026-04-18 11:37:48
139,8513,Yoga para principiantes,motilada,avanzado,21,33,0,"{'calories_estimate': 612, 'equipment': 'full gym', 'recommended': True}",2026-04-03 11:37:48,2026-04-11 11:37:48
140,1769,Entrenamiento de fuerza,motilada,intermedio,25,100,0,"{'calories_estimate': 654, 'equipment': 'none', 'recommended': False}",2026-04-20 11:37:48,2026-04-22 11:37:48
141,6063,Baile fitness,corte de uñas,fácil,56,92,0,"{'calories_estimate': 117, 'equipment': 'none', 'recommended': False}",2026-04-28 11:37:48,2026-05-05 11:37:48
142,3338,Entrenamiento funcional,esterilizacion,intermedio,23,27,0,"{'calories_estimate': 554, 'equipment': 'none', 'recommended': True}",2026-04-07 11:37:48,2026-04-16 11:37:48
143,9682,Cardio intenso,motilada,intermedio,85,88,1,"{'calories_estimate': 786, 'equipment': 'dumbbells', 'recommended': True}",2026-04-27 11:37:48,2026-05-07 11:37:48
144,1329,Entrenamiento de fuerza,motilada,intermedio,11,66,0,"{'calories_estimate': 113, 'equipment': 'none', 'recommended': False}",2026-05-02 11:37:48,2026-05-11 11:37:48
145,7291,Baile fitness,motilada,intermedio,21,98,0,"{'calories_estimate': 288, 'equipment': 'full gym', 'recommended': True}",2026-04-18 11:37:48,2026-04-19 11:37:48
146,9294,Entrenamiento funcional,vacunacion,avanzado,113,47,0,"{'calories_estimate': 122, 'equipment': 'none', 'recommended': True}",2026-04-12 11:37:48,2026-04-19 11:37:48
147,819,Baile fitness,vacunacion,intermedio,88,95,0,"{'calories_estimate': 459, 'equipment': 'none', 'recommended': True}",2026-04-21 11:37:48,2026-04-26 11:37:48
148,4946,Baile fitness,corte de uñas,fácil,67,42,0,"{'calories_estimate': 749, 'equipment': 'none', 'recommended': False}",2026-04-14 11:37:48,2026-04-14 11:37:48
149,9916,Baile fitness,desparasitada,avanzado,82,51,1,"{'calories_estimate': 548, 'equipment': 'full gym', 'recommended': True}",2026-04-22 11:37:48,2026-04-29 11:37:48
150,174,Baile fitness,corte de uñas,fácil,20,3,0,"{'calories_estimate': 103, 'equipment': 'none', 'recommended': True}",2026-04-05 11:37:48,2026-04-15 11:37:48
151,2937,Yoga para principiantes,corte de uñas,intermedio,104,7,0,"{'calories_estimate': 705, 'equipment': 'dumbbells', 'recommended': True}",2026-04-12 11:37:48,2026-04-15 11:37:48
