,id,title,description,difficulty,duration_minutes,author_user_id,is_public,metadata,created_at,updated_at
16,1693,Yoga para principiantes,motilada,fácil,106,79,1,"{'calories_estimate': 219, 'equipment': 'dumbbells', 'recommended': True}",2026-03-13 13:50:37,2026-03-17 13:50:37
17,2887,Cardio intenso,motilada,fácil,99,22,1,"{'calories_estimate': 463, 'equipment': 'none', 'recommended': False}",2026-03-19 13:50:37,2026-03-21 13:50:37
18,14,Yoga para principiantes,corte de uñas,intermedio,21,28,1,"{'calories_estimate': 370, 'equipment': 'full gym', 'recommended': False}",2026-03-22 13:50:37,2026-03-31 13:50:37
19,7810,Yoga para principiantes,vacunacion,fácil,50,10,1,"{'calories_estimate': 308, 'equipment': 'dumbbells', 'recommended': True}",2026-03-20 13:50:37,2026-03-23 13:50:37
20,4121,Baile fitness,corte de uñas,intermedio,103,69,0,"{'calories_estimate': 376, 'equipment': 'dumbbells', 'recommended': True}",2026-04-04 13:50:37,2026-04-10 13:50:37
21,3969,Entrenamiento de fuerza,corte de uñas,intermedio,26,74,0,"{'calories_estimate': 121, 'equipment': 'full gym', 'recommended': True}",2026-03-24 13:50:37,2026-03-30 13:50:37
22,4574,Entrenamiento de fuerza,esterilizacion,fácil,13,35,1,"{'calories_estimate': 677, 'equipment': 'full gym', 'recommended': True}",2026-03-15 13:50:37,2026-03-24 13:50:37
23,9878,Entrenamiento de fuerza,corte de uñas,avanzado,33,68,1,"{'calories_estimate': 197, 'equipment': 'full gym', 'recommended': False}",2026-04-02 13:50:37,2026-04-11 13:50:37
24,8201,Yoga para principiantes,vacunacion,avanzado,69,3,0,"{'calories_estimate': 624, 'equipment': 'full gym', 'recommended': False}",2026-03-24 13:50:37,2026-03-27 13:50:37
25,3000,Baile fitness,motilada,fácil,51,56,1,"{'calories_estimate': 437, 'equipment': 'dumbbells', 'recommended': False}",2026-03-20 13:50:37,2026-03-26 13:50:37
26,5943,Entrenamiento de fuerza,desparasitada,fácil,61,88,0,"{'calories_estimate': 504, 'equipment': 'full gym', 'recommended': True}",2026-03-17 13:50:37,2026-03-19 13:50:37
27,51,Baile fitness,corte de uñas,fácil,66,64,0,"{'calories_estimate': 579, 'equipment': 'none', 'recommended': True}",2026-03-22 13:50:37,2026-03-28 13:50:37
28,6344,Cardio intenso,esterilizacion,avanzado,92,36,1,"{'calories_estimate': 110, 'equipment': 'dumbbells', 'recommended': True}",2026-03-24 13:50:37,2026-04-01 13:50:37
29,1617,Baile fitness,desparasitada,avanzado,105,72,1,"{'calories_estimate': 576, 'equipment': 'full gym', 'recommended': False}",2026-03-15 13:50:37,2026-03-22 13:50:37
30,7815,Baile fitness,vacunacion,avanzado,47,77,1,"{'calories_estimate': 232, 'equipment': 'none', 'recommended': False}",2026-04-02 13:50:37,2026-04-08 13:50:37
31,6262,Baile fitness,motilada,fácil,99,1,0,"{'calories_estimate': 645, 'equipment': 'dumbbells', 'recommended': True}",2026-03-20 13:50:37,2026-03-23 13:50:37
32,406,Baile fitness,vacunacion,fácil,33,63,1,"{'calories_estimate': 122, 'equipment': 'none', 'recommended': False}",2026-04-05 13:50:37,2026-04-12 13:50:37
33,5734,Entrenamiento funcional,desparasitada,avanzado,101,86,0,"{'calories_estimate': 374, 'equipment': 'dumbbells', 'recommended': False}",2026-03-14 13:50:37,2026-03-24 13:50:37
34,3903,Entrenamiento funcional,corte de uñas,avanzado,68,29,0,"{'calories_estimate': 753, 'equipment': 'full gym', 'recommended': True}",2026-04-06 13:50:37,2026-04-06 13:50:37
35,2807,Baile fitness,esterilizacion,intermedio,91,52,1,"{'calories_estimate': 775, 'equipment': 'dumbbells', 'recommended': True}",2026-03-21 13:50:37,2026-03-29 13:50:37
36,1404,Entrenamiento de fuerza,desparasitada,fácil,73,42,1,"{'calories_estimate': 718, 'equipment': 'full gym', 'recommended': False}",2026-04-08 13:50:37,2026-04-18 13:50:37
37,6022,Cardio intenso,corte de uñas,avanzado,112,91,1,"{'calories_estimate': 199, 'equipment': 'none', 'recommended': True}",2026-03-20 13:50:37,2026-03-24 13:50:37
38,1814,Yoga para principiantes,esterilizacion,intermedio,59,6,0,"{'calories_estimate': 612, 'equipment': 'dumbbells', 'recommended': False}",2026-03-28 13:50:37,2026-04-03 13:50:37
39,6915,Cardio intenso,corte de uñas,fácil,27,75,1,"{'calories_estimate': 468, 'equipment': 'dumbbells', 'recommended': False}",2026-04-06 13:50:37,2026-04-14 13:50:37
40,6024,Yoga para principiantes,esterilizacion,intermedio,102,19,0,"{'calories_estimate': 147, 'equipment': 'dumbbells', 'recommended': False}",2026-03-16 13:50:37,2026-03-17 13:50:37
41,271,Yoga para principiantes,vacunacion,intermedio,45,56,0,"{'calories_estimate': 667, 'equipment': 'dumbbells', 'recommended': False}",2026-03-22 13:50:37,2026-03-31 13:50:37
42,2241,Yoga para principiantes,esterilizacion,avanzado,103,75,0,"{'calories_estimate': 643, 'equipment': 'dumbbells', 'recommended': False}",2026-04-07 13:50:37,2026-04-15 13:50:37
43,3377,Cardio intenso,esterilizacion,intermedio,35,45,0,"{'calories_estimate': 307, 'equipment': 'dumbbells', 'recommended': False}",2026-03-20 13:50:37,2026-03-28 13:50:37
44,3185,Cardio intenso,vacunacion,fácil,46,19,1,"{'calories_estimate': 132, 'equipment': 'full gym', 'recommended': True}",2026-03-21 13:50:37,2026-03-29 13:50:37
45,277,Entrenamiento funcional,corte de uñas,avanzado,78,91,0,"{'calories_estimate': 207, 'equipment': 'none', 'recommended': True}",2026-03-28 13:50:37,2026-04-05 13:50:37
46,8827,Yoga para principiantes,esterilizacion,fácil,41,90,0,"{'calories_estimate': 705, 'equipment': 'dumbbells', 'recommended': False}",2026-03-12 13:50:37,2026-03-15 13:50:37
47,3430,Entrenamiento funcional,desparasitada,fácil,10,95,0,"{'calories_estimate': 180, 'equipment': 'dumbbells', 'recommended': True}",2026-03-18 13:50:37,2026-03-23 13:50:37
48,1372,Yoga para principiantes,desparasitada,avanzado,76,16,1,"{'calories_estimate': 298, 'equipment': 'dumbbells', 'recommended': False}",2026-03-18 13:50:37,2026-03-19 13:50:37
49,9890,Cardio intenso,esterilizacion,avanzado,50,47,0,"{'calories_estimate': 750, 'equipment': 'full gym', 'recommended': True}",2026-03-23 13:50:37,2026-04-02 13:50:37
50,642,Cardio intenso,corte de uñas,fácil,55,4,1,"{'calories_estimate': 338, 'equipment': 'full gym', 'recommended': False}",2026-03-18 13:50:37,2026-03-24 13:50:37
51,9638,Entrenamiento funcional,desparasitada,intermedio,19,24,0,"{'calories_estimate': 610, 'equipment': 'none', 'recommended': False}",2026-04-09 13:50:37,2026-04-19 13:50:37
52,4856,Baile fitness,vacunacion,intermedio,84,11,0,"{'calories_estimate': 294, 'equipment': 'full gym', 'recommended': True}",2026-03-28 13:50:37,2026-03-28 13:50:37
53,6282,Baile fitness,esterilizacion,avanzado,53,99,1,"{'calories_estimate': 533, 'equipment': 'full gym', 'recommended': False}",2026-04-07 13:50:37,2026-04-13 13:50:37
54,9139,Baile fitness,motilada,avanzado,16,78,0,"{'calories_estimate': 579, 'equipment': 'dumbbells', 'recommended': True}",2026-03-25 13:50:37,2026-04-02 13:50:37
55,2770,Entrenamiento funcional,desparasitada,fácil,66,63,0,"{'calories_estimate': 431, 'equipment': 'full gym', 'recommended': False}",2026-03-24 13:50:37,2026-04-02 13:50:37
56,4334,Cardio intenso,corte de uñas,avanzado,105,3,0,"{'calories_estimate': 533, 'equipment': 'dumbbells', 'recommended': False}",2026-04-11 13:50:37,2026-04-15 13:50:37
57,439,Yoga para principiantes,desparasitada,fácil,70,98,0,"{'calories_estimate': 487, 'equipment': 'dumbbells', 'recommended': False}",2026-03-28 13:50:37,2026-04-03 13:50:37
58,6747,Baile fitness,desparasitada,fácil,112,47,0,"{'calories_estimate': 383, 'equipment': 'dumbbells', 'recommended': True}",2026-03-17 13:50:37,2026-03-21 13:50:37
59,1813,Baile fitness,motilada,intermedio,38,3,1,"{'calories_estimate': 737, 'equipment': 'dumbbells', 'recommended': False}",2026-03-14 13:50:37,2026-03-19 13:50:37
60,937,Entrenamiento de fuerza,vacunacion,intermedio,36,31,1,"{'calories_estimate': 601, 'equipment': 'full gym', 'recommended': True}",2026-04-08 13:50:37,2026-04-10 13:50:37
61,5271,Entrenamiento funcional,motilada,avanzado,37,2,0,"{'calories_estimate': 143, 'equipment': 'dumbbells', 'recommended': False}",2026-04-03 13:50:37,2026-04-06 13:50:37
62,5375,Entrenamiento de fuerza,esterilizacion,intermedio,103,6,0,"{'calories_estimate': 129, 'equipment': 'dumbbells', 'recommended': True}",2026-03-30 13:50:37,2026-03-30 13:50:37
63,8316,Yoga para principiantes,motilada,intermedio,84,55,1,"{'calories_estimate': 207, 'equipment': 'full gym', 'recommended': False}",2026-04-04 13:50:37,2026-04-05 13:50:37
64,6364,Entrenamiento de fuerza,vacunacion,avanzado,76,86,0,"{'calories_estimate': 361, 'equipment': 'dumbbells', 'recommended': False}",2026-04-10 13:50:37,2026-04-13 13:50:37
65,3326,Cardio intenso,desparasitada,avanzado,18,2,1,"{'calories_estimate': 196, 'equipment': 'none', 'recommended': True}",2026-03-17 13:50:37,2026-03-21 13:50:37
66,6881,Baile fitness,corte de uñas,avanzado,101,33,1,"{'calories_estimate': 365, 'equipment': 'dumbbells', 'recommended': False}",2026-03-18 13:50:37,2026-03-22 13:50:37
67,4580,Baile fitness,esterilizacion,avanzado,51,92,0,"{'calories_estimate': 236, 'equipment': 'dumbbells', 'recommended': True}",2026-03-30 13:50:37,2026-03-30 13:50:37
68,8186,Yoga para principiantes,motilada,fácil,92,22,1,"{'calories_estimate': 635, 'equipment': 'dumbbells', 'recommended': True}",2026-03-29 13:50:37,2026-03-31 13:50:37
69,1942,Cardio intenso,motilada,intermedio,17,28,0,"{'calories_estimate': 584, 'equipment': 'dumbbells', 'recommended': True}",2026-03-31 13:50:37,2026-03-31 13:50:37
70,8584,Entrenamiento funcional,corte de uñas,avanzado,83,79,0,"{'calories_estimate': 631, 'equipment': 'full gym', 'recommended': True}",2026-04-11 13:50:37,2026-04-12 13:50:37
71,5683,Entrenamiento de fuerza,desparasitada,avanzado,55,100,1,"{'calories_estimate': 418, 'equipment': 'dumbbells', 'recommended': False}",2026-03-27 13:50:37,2026-03-27 13:50:37
72,6037,Cardio intenso,desparasitada,avanzado,39,75,1,"{'calories_estimate': 121, 'equipment': 'none', 'recommended': False}",2026-03-12 13:50:37,2026-03-18 13:50:37
73,9084,Cardio intenso,motilada,intermedio,91,48,1,"{'calories_estimate': 658, 'equipment': 'full gym', 'recommended': False}",2026-04-07 13:50:37,2026-04-09 13:50:37
74,860,Baile fitness,vacunacion,fácil,107,94,0,"{'calories_estimate': 397, 'equipment': 'full gym', 'recommended': True}",2026-03-21 13:50:37,2026-03-25 13:50:37
75,9727,Entrenamiento de fuerza,desparasitada,intermedio,120,17,1,"{'calories_estimate': 299, 'equipment': 'full gym', 'recommended': False}",2026-04-09 13:50:37,2026-04-13 13:50:37
76,685,Yoga para principiantes,desparasitada,intermedio,117,57,0,"{'calories_estimate': 262, 'equipment': 'full gym', 'recommended': True}",2026-03-18 13:50:37,2026-03-27 13:50:37
77,239,Cardio intenso,corte de uñas,intermedio,54,36,1,"{'calories_estimate': 112, 'equipment': 'dumbbells', 'recommended': False}",2026-03-13 13:50:37,2026-03-21 13:50:37
78,6236,Baile fitness,motilada,avanzado,72,14,0,"{'calories_estimate': 710, 'equipment': 'dumbbells', 'recommended': True}",2026-04-09 13:50:37,2026-04-09 13:50:37
79,7974,Entrenamiento de fuerza,corte de uñas,avanzado,104,82,1,"{'calories_estimate': 259, 'equipment': 'full gym', 'recommended': False}",2026-03-26 13:50:37,2026-03-30 13:50:37
80,9034,Yoga para principiantes,esterilizacion,fácil,111,14,0,"{'calories_estimate': 632, 'equipment': 'none', 'recommended': True}",2026-03-20 13:50:37,2026-03-27 13:50:37
81,7974,Yoga para principiantes,motilada,avanzado,82,35,0,"{'calories_estimate': 409, 'equipment': 'full gym', 'recommended': True}",2026-03-21 13:50:37,2026-03-31 13:50:37
82,1742,Yoga para principiantes,corte de uñas,intermedio,106,95,1,"{'calories_estimate': 545, 'equipment': 'none', 'recommended': False}",2026-04-01 13:50:37,2026-04-03 13:50:37
83,2586,Entrenamiento funcional,desparasitada,intermedio,15,45,1,"{'calories_estimate': 717, 'equipment': 'full gym', 'recommended': False}",2026-03-16 13:50:37,2026-03-20 13:50:37
84,4582,Yoga para principiantes,corte de uñas,intermedio,108,60,0,"{'calories_estimate': 764, 'equipment': 'dumbbells', 'recommended': False}",2026-04-01 13:50:37,2026-04-07 13:50:37
85,3921,Entrenamiento funcional,motilada,fácil,70,78,1,"{'calories_estimate': 110, 'equipment': 'none', 'recommended': True}",2026-04-02 13:50:37,2026-04-09 13:50:37
86,9523,Cardio intenso,desparasitada,fácil,13,13,0,"{'calories_estimate': 425, 'equipment': 'dumbbells', 'recommended': False}",2026-04-08 13:50:37,2026-04-14 13:50:37
87,5880,Baile fitness,vacunacion,fácil,82,78,1,"{'calories_estimate': 763, 'equipment': 'none', 'recommended': True}",2026-04-09 13:50:37,2026-04-15 13:50:37
88,8955,Entrenamiento de fuerza,corte de uñas,avanzado,41,68,0,"{'calories_estimate': 159, 'equipment': 'full gym', 'recommended': True}",2026-03-23 13:50:37,2026-03-23 13:50:37
89,552,Yoga para principiantes,desparasitada,fácil,75,2,1,"{'calories_estimate': 537, 'equipment': 'dumbbells', 'recommended': False}",2026-03-31 13:50:37,2026-04-01 13:50:37
90,3694,Yoga para principiantes,vacunacion,intermedio,19,43,0,"{'calories_estimate': 160, 'equipment': 'full gym', 'recommended': True}",2026-03-29 13:50:37,2026-04-04 13:50:37
91,1512,Entrenamiento funcional,desparasitada,avanzado,102,86,1,"{'calories_estimate': 372, 'equipment': 'full gym', 'recommended': True}",2026-03-19 13:50:37,2026-03-28 13:50:37
92,9375,Yoga para principiantes,motilada,fácil,89,97,0,"{'calories_estimate': 669, 'equipment': 'full gym', 'recommended': False}",2026-04-09 13:50:37,2026-04-17 13:50:37
93,9089,Cardio intenso,corte de uñas,fácil,56,96,0,"{'calories_estimate': 129, 'equipment': 'dumbbells', 'recommended': False}",2026-04-10 13:50:37,2026-04-12 13:50:37
94,4647,Cardio intenso,esterilizacion,intermedio,115,80,0,"{'calories_estimate': 501, 'equipment': 'dumbbells', 'recommended': True}",2026-03-22 13:50:37,2026-04-01 13:50:37
95,1600,Entrenamiento de fuerza,desparasitada,intermedio,108,96,0,"{'calories_estimate': 597, 'equipment': 'full gym', 'recommended': False}",2026-04-05 13:50:37,2026-04-15 13:50:37
96,6545,Yoga para principiantes,desparasitada,intermedio,103,37,1,"{'calories_estimate': 627, 'equipment': 'none', 'recommended': False}",2026-04-07 13:50:37,2026-04-16 13:50:37
97,4109,Yoga para principiantes,esterilizacion,intermedio,54,95,0,"{'calories_estimate': 230, 'equipment': 'full gym', 'recommended': True}",2026-03-14 13:50:37,2026-03-15 13:50:37
98,8764,Entrenamiento funcional,desparasitada,fácil,90,11,1,"{'calories_estimate': 445, 'equipment': 'none', 'recommended': False}",2026-03-16 13:50:37,2026-03-18 13:50:37
99,1712,Entrenamiento funcional,vacunacion,fácil,38,65,1,"{'calories_estimate': 757, 'equipment': 'none', 'recommended': True}",2026-03-29 13:50:37,2026-04-06 13:50:37
100,2624,Baile fitness,motilada,fácil,15,90,1,"{'calories_estimate': 550, 'equipment': 'dumbbells', 'recommended': True}",2026-04-11 13:50:37,2026-04-21 13:50:37
101,7241,Cardio intenso,desparasitada,intermedio,76,41,1,"{'calories_estimate': 265, 'equipment': 'full gym', 'recommended': True}",2026-03-17 13:50:37,2026-03-17 13:50:37
102,4835,Entrenamiento funcional,vacunacion,fácil,87,16,0,"{'calories_estimate': 597, 'equipment': 'full gym', 'recommended': True}",2026-03-15 13:50:37,2026-03-24 13:50:37
103,5290,Cardio intenso,desparasitada,intermedio,117,92,1,"{'calories_estimate': 410, 'equipment': 'none', 'recommended': True}",2026-03-29 13:50:37,2026-04-07 13:50:37
104,4905,Entrenamiento funcional,desparasitada,intermedio,22,47,0,"{'calories_estimate': 342, 'equipment': 'dumbbells', 'recommended': True}",2026-03-14 13:50:37,2026-03-15 13:50:37
105,7169,Baile fitness,vacunacion,intermedio,84,61,1,"{'calories_estimate': 122, 'equipment': 'full gym', 'recommended': False}",2026-03-19 13:50:37,2026-03-23 13:50:37
106,3234,Baile fitness,desparasitada,fácil,54,19,0,"{'calories_estimate': 136, 'equipment': 'full gym', 'recommended': False}",2026-03-29 13:50:37,2026-04-05 13:50:37
107,3360,Cardio intenso,motilada,fácil,80,79,1,"{'calories_estimate': 420, 'equipment': 'none', 'recommended': True}",2026-04-03 13:50:37,2026-04-11 13:50:37
108,9286,Cardio intenso,motilada,intermedio,36,37,0,"{'calories_estimate': 452, 'equipment': 'none', 'recommended': False}",2026-04-01 13:50:37,2026-04-07 13:50:37
109,681,Baile fitness,motilada,avanzado,114,32,1,"{'calories_estimate': 212, 'equipment': 'none', 'recommended': True}",2026-03-25 13:50:37,2026-04-02 13:50:37
110,8985,Baile fitness,motilada,avanzado,120,85,1,"{'calories_estimate': 152, 'equipment': 'none', 'recommended': False}",2026-04-07 13:50:37,2026-04-08 13:50:37
111,590,Entrenamiento funcional,esterilizacion,fácil,100,85,0,"{'calories_estimate': 326, 'equipment': 'none', 'recommended': True}",2026-03-29 13:50:37,2026-04-05 13:50:37
112,2166,Cardio intenso,motilada,avanzado,34,97,0,"{'calories_estimate': 149, 'equipment': 'full gym', 'recommended': False}",2026-03-14 13:50:37,2026-03-20 13:50:37
113,6054,Yoga para principiantes,desparasitada,avanzado,63,21,0,"{'calories_estimate': 689, 'equipment': 'none', 'recommended': True}",2026-03-16 13:50:37,2026-03-19 13:50:37
114,692,Yoga para principiantes,esterilizacion,intermedio,85,53,0,"{'calories_estimate': 417, 'equipment': 'full gym', 'recommended': True}",2026-03-22 13:50:37,2026-03-29 13:50:37
115,6565,Cardio intenso,motilada,avanzado,73,73,1,"{'calories_estimate': 765, 'equipment': 'dumbbells', 'recommended': False}",2026-04-07 13:50:37,2026-04-08 13:50:37
116,6724,Yoga para principiantes,desparasitada,intermedio,68,78,1,"{'calories_estimate': 514, 'equipment': 'full gym', 'recommended': False}",2026-03-17 13:50:37,2026-03-19 13:50:37
117,8872,Baile fitness,desparasitada,fácil,77,40,0,"{'calories_estimate': 188, 'equipment': 'dumbbells', 'recommended': False}",2026-03-21 13:50:37,2026-03-23 13:50:37
118,6816,Cardio intenso,desparasitada,fácil,63,48,1,"{'calories_estimate': 650, 'equipment': 'dumbbells', 'recommended': True}",2026-04-07 13:50:37,2026-04-16 13:50:37
119,1026,Cardio intenso,esterilizacion,fácil,56,81,1,"{'calories_estimate': 789, 'equipment': 'dumbbells', 'recommended': False}",2026-04-07 13:50:37,2026-04-08 13:50:37
120,58,Entrenamiento de fuerza,motilada,intermedio,79,38,0,"{'calories_estimate': 564, 'equipment': 'dumbbells', 'recommended': True}",2026-03-20 13:50:37,2026-03-21 13:50:37
121,2099,Cardio intenso,esterilizacion,avanzado,76,78,1,"{'calories_estimate': 269, 'equipment': 'full gym', 'recommended': False}",2026-04-03 13:50:37,2026-04-03 13:50:37
122,7908,Entrenamiento funcional,esterilizacion,intermedio,44,39,0,"{'calories_estimate': 528, 'equipment': 'none', 'recommended': False}",2026-04-04 13:50:37,2026-04-09 13:50:37
123,4956,Yoga para principiantes,vacunacion,intermedio,56,4,0,"{'calories_estimate': 112, 'equipment': 'none', 'recommended': True}",2026-03-16 13:50:37,2026-03-21 13:50:37
124,3346,Cardio intenso,vacunacion,fácil,113,8,0,"{'calories_estimate': 312, 'equipment': 'full gym', 'recommended': True}",2026-04-07 13:50:37,2026-04-15 13:50:37
125,7406,Cardio intenso,corte de uñas,avanzado,10,84,1,"{'calories_estimate': 746, 'equipment': 'dumbbells', 'recommended': False}",2026-03-22 13:50:37,2026-03-23 13:50:37
126,6670,Entrenamiento funcional,desparasitada,avanzado,80,84,1,"{'calories_estimate': 334, 'equipment': 'none', 'recommended': True}",2026-03-25 13:50:37,2026-03-26 13:50:37
127,6154,Yoga para principiantes,corte de uñas,avanzado,113,54,0,"{'calories_estimate': 180, 'equipment': 'full gym', 'recommended': True}",2026-03-17 13:50:37,2026-03-26 13:50:37
128,4817,Cardio intenso,desparasitada,fácil,63,59,1,"{'calories_estimate': 205, 'equipment': 'full gym', 'recommended': False}",2026-03-16 13:50:37,2026-03-19 13:50:37
129,8491,Baile fitness,corte de uñas,avanzado,36,29,0,"{'calories_estimate': 401, 'equipment': 'full gym', 'recommended': True}",2026-03-25 13:50:37,2026-04-02 13:50:37
130,6674,Cardio intenso,corte de uñas,intermedio,111,88,1,"{'calories_estimate': 172, 'equipment': 'full gym', 'recommended': False}",2026-03-13 13:50:37,2026-03-22 13:50:37
131,4582,Yoga para principiantes,desparasitada,avanzado,115,35,0,"{'calories_estimate': 455, 'equipment': 'dumbbells', 'recommended': True}",2026-03-19 13:50:37,2026-03-21 13:50:37
132,9844,Entrenamiento de fuerza,esterilizacion,fácil,30,3,1,"{'calories_estimate': 739, 'equipment': 'full gym', 'recommended': False}",2026-03-12 13:50:37,2026-03-19 13:50:37
133,5035,Entrenamiento funcional,corte de uñas,avanzado,36,15,0,"{'calories_estimate': 729, 'equipment': 'none', 'recommended': True}",2026-03-14 13:50:37,2026-03-22 13:50:37
134,4168,Baile fitness,desparasitada,avanzado,43,47,1,"{'calories_estimate': 722, 'equipment': 'dumbbells', 'recommended': True}",2026-04-08 13:50:37,2026-04-08 13:50:37
135,9651,Entrenamiento funcional,vacunacion,intermedio,21,8,1,"{'calories_estimate': 534, 'equipment': 'dumbbells', 'recommended': False}",2026-04-01 13:50:37,2026-04-09 13:50:37
136,7968,Entrenamiento funcional,vacunacion,intermedio,120,86,0,"{'calories_estimate': 274, 'equipment': 'none', 'recommended': False}",2026-03-26 13:50:37,2026-03-31 13:50:37
137,8043,Baile fitness,esterilizacion,avanzado,51,3,0,"{'calories_estimate': 264, 'equipment': 'none', 'recommended': True}",2026-03-25 13:50:37,2026-03-29 13:50:37
138,2351,Baile fitness,esterilizacion,avanzado,91,78,1,"{'calories_estimate': 479, 'equipment': 'full gym', 'recommended': False}",2026-04-09 13:50:37,2026-04-19 13:50:37
139,8388,Yoga para principiantes,motilada,fácil,31,53,0,"{'calories_estimate': 727, 'equipment': 'none', 'recommended': True}",2026-03-18 13:50:37,2026-03-19 13:50:37
140,5965,Entrenamiento de fuerza,vacunacion,intermedio,31,84,0,"{'calories_estimate': 359, 'equipment': 'none', 'recommended': True}",2026-04-10 13:50:37,2026-04-15 13:50:37
141,8402,Yoga para principiantes,motilada,intermedio,57,97,0,"{'calories_estimate': 492, 'equipment': 'dumbbells', 'recommended': False}",2026-04-07 13:50:37,2026-04-10 13:50:37
142,5609,Entrenamiento funcional,desparasitada,intermedio,56,31,0,"{'calories_estimate': 232, 'equipment': 'none', 'recommended': True}",2026-03-29 13:50:37,2026-04-02 13:50:37
143,8666,Entrenamiento funcional,motilada,avanzado,23,20,0,"{'calories_estimate': 795, 'equipment': 'dumbbells', 'recommended': True}",2026-03-26 13:50:37,2026-04-02 13:50:37
144,9240,Baile fitness,motilada,avanzado,85,91,1,"{'calories_estimate': 800, 'equipment': 'none', 'recommended': False}",2026-04-11 13:50:37,2026-04-16 13:50:37
145,4194,Entrenamiento de fuerza,desparasitada,avanzado,46,51,0,"{'calories_estimate': 186, 'equipment': 'dumbbells', 'recommended': True}",2026-03-22 13:50:37,2026-03-26 13:50:37
146,4557,Entrenamiento de fuerza,vacunacion,intermedio,86,81,0,"{'calories_estimate': 539, 'equipment': 'dumbbells', 'recommended': False}",2026-03-19 13:50:37,2026-03-21 13:50:37
147,1135,Entrenamiento de fuerza,esterilizacion,avanzado,39,37,0,"{'calories_estimate': 737, 'equipment': 'none', 'recommended': True}",2026-03-25 13:50:37,2026-03-29 13:50:37
148,9196,Entrenamiento de fuerza,vacunacion,avanzado,105,31,0,"{'calories_estimate': 618, 'equipment': 'full gym', 'recommended': False}",2026-03-14 13:50:37,2026-03-14 13:50:37
149,110,Yoga para principiantes,esterilizacion,fácil,106,2,1,"{'calories_estimate': 505, 'equipment': 'none', 'recommended': False}",2026-04-07 13:50:37,2026-04-08 13:50:37
150,9313,Baile fitness,motilada,avanzado,78,43,0,"{'calories_estimate': 724, 'equipment': 'dumbbells', 'recommended': False}",2026-03-31 13:50:37,2026-04-01 13:50:37
151,9345,Cardio intenso,desparasitada,fácil,105,72,1,"{'calories_estimate': 440, 'equipment': 'none', 'recommended': False}",2026-03-26 13:50:37,2026-03-27 13:50:37
